CDAS size	Percentage of unidirectional links (in Graph induced by CDAS)	Avg. Trans. range of nodes in CDAS	InDegree	OutDegree	Bidirectional links	Node degree	Avg SPL on orig. graph	Avg SPL via CDAS	
25	33	45	34	35	32	37	3	2	
23	7	47	34	36	33	37	4	2	
26	26	45	31	32	30	34	4	3	
29	21	45	32	33	30	35	4	2	
26	9	46	31	33	30	34	4	3	
27	20	46	30	32	29	33	3	2	
27	13	45	31	31	29	33	4	3	
30	12	45	30	31	29	33	4	2	
29	17	45	30	31	29	32	4	3	
25	13	46	34	36	33	37	4	2	
27	18	45	32	34	31	35	4	3	
23	33	45	32	32	30	34	5	3	
25	17	46	30	32	28	33	4	3	
30	18	45	32	32	30	34	3	2	
26	25	46	31	33	29	34	4	2	
31	23	46	30	32	29	34	3	2	
26	24	45	31	34	30	35	4	2	
26	22	46	30	32	29	33	4	2	
24	14	45	35	36	33	37	3	2	
25	6	45	31	32	30	34	4	2	
27	3	46	28	31	28	32	4	2	
26	26	46	30	33	29	34	4	3	
26	5	46	31	33	30	34	4	3	
27	13	45	32	31	29	33	4	3	
27	26	46	31	33	30	35	4	3	
26	14	46	31	33	30	34	4	3	
28	23	46	31	32	30	34	4	2	
22	11	46	34	35	32	36	4	2	
24	20	46	33	36	32	37	4	2	
32	20	45	29	29	27	31	4	2	
24	25	44	32	33	30	35	4	3	
25	12	46	29	31	28	32	4	3	
26	8	45	30	32	29	33	4	3	
31	22	45	30	32	29	33	4	2	
26	21	46	31	33	30	34	4	3	
23	24	46	31	33	30	35	4	3	
27	5	46	31	33	30	34	4	2	
30	26	44	31	31	29	34	4	3	
26	8	45	29	31	28	33	4	3	
31	32	45	30	32	29	34	4	2	
26	16	46	32	33	30	35	3	2	
29	17	45	29	30	27	32	5	3	
24	16	46	33	34	32	36	4	3	
28	17	46	30	32	28	33	4	3	
26	35	46	30	32	28	34	4	2	
29	26	46	29	31	28	32	4	3	
27	14	45	31	32	29	33	4	2	
28	19	46	31	32	29	34	5	3	
29	19	45	30	30	28	32	4	3	
28	24	45	32	33	30	35	4	2	
26	17	45	30	31	29	32	4	3	
25	23	45	32	33	30	35	4	2	
26	21	46	30	32	29	33	4	3	
28	17	45	30	32	29	33	4	3	
30	15	46	29	31	28	32	4	3	
26	20	45	34	35	32	37	4	2	
27	14	46	32	35	31	36	3	2	
28	15	45	31	32	30	33	4	2	
27	11	46	30	32	29	33	4	2	
24	10	46	30	32	29	33	4	3	
30	21	46	31	32	29	33	4	2	
28	23	45	31	32	29	34	4	2	
26	22	46	30	32	29	34	4	3	
23	10	45	32	33	30	35	4	3	
26	30	46	33	35	31	36	4	2	
25	25	45	31	32	29	33	4	3	
27	17	45	34	34	32	36	4	3	
25	11	45	31	32	29	34	4	2	
27	15	46	30	31	29	32	4	3	
22	25	45	34	35	33	37	3	2	
26	25	45	32	33	30	35	4	2	
29	23	46	30	33	29	34	4	2	
31	14	45	29	31	28	32	5	3	
24	16	46	32	33	30	34	3	2	
27	11	45	33	33	31	35	4	2	
25	18	46	32	33	31	35	4	3	
25	16	46	32	35	30	36	5	2	
27	10	46	32	34	31	35	4	2	
24	15	46	32	36	32	37	4	3	
24	6	46	32	33	31	34	4	3	
27	5	45	30	32	29	33	4	2	
27	13	46	32	33	31	34	5	2	
27	21	45	30	32	29	33	4	3	
28	20	46	31	32	29	34	4	2	
25	12	46	33	36	32	37	3	2	
24	8	45	30	32	30	32	4	2	
27	22	45	32	33	31	35	4	2	
25	20	44	33	33	31	35	4	2	
28	17	45	31	31	29	33	4	3	
26	21	46	33	36	32	37	4	2	
30	20	46	32	34	31	36	4	3	
27	18	45	31	31	29	33	4	2	
27	7	46	31	33	30	34	4	2	
23	6	45	33	34	31	35	4	3	
28	15	46	31	32	30	34	4	3	
25	24	46	33	34	31	36	4	2	
26	5	46	31	34	30	35	3	2	
27	19	45	32	33	30	35	4	3	
26	18	45	32	33	30	35	4	2	
24	20	46	31	34	30	35	4	3	
