DAS size with prunung locality 10
174	23	21	19	19	19	19	19	19	19	19	
181	27	22	21	21	21	21	21	21	21	21	
183	25	21	20	20	20	20	20	20	20	20	
180	25	22	22	22	22	22	22	22	22	22	
188	28	25	24	24	24	24	24	24	24	24	
176	25	23	22	21	21	21	21	21	21	21	
187	29	27	26	26	24	24	24	24	24	24	
181	23	19	19	19	19	19	19	19	19	19	
181	22	21	20	20	20	20	20	20	20	20	
197	21	19	19	19	19	19	19	19	19	19	
210	24	21	20	20	20	20	20	20	20	20	
173	28	25	23	22	22	22	22	22	22	22	
195	23	21	21	21	21	21	21	21	21	21	
194	24	21	21	20	20	20	20	20	20	20	
205	28	24	22	22	22	22	22	22	22	22	
197	24	22	21	21	21	21	21	21	21	21	
196	24	20	20	20	20	20	20	20	20	20	
201	23	20	19	19	19	19	19	19	19	19	
186	26	22	21	20	20	20	20	20	20	20	
206	26	24	22	22	22	22	22	22	22	22	
171	26	25	23	23	23	23	23	23	23	23	
184	20	20	20	20	20	20	20	20	20	20	
189	21	20	20	20	20	20	20	20	20	20	
184	33	29	24	24	24	24	24	24	24	24	
192	27	25	23	22	22	22	22	22	22	22	
183	28	25	25	25	25	25	25	25	25	25	
208	26	24	22	22	22	22	22	22	22	22	
184	22	20	19	19	18	18	18	18	18	18	
193	29	25	23	23	23	23	23	23	23	23	
188	25	21	21	21	21	21	21	21	21	21	
200	26	25	25	25	25	25	25	25	25	25	
199	22	22	22	22	22	22	22	22	22	22	
195	21	20	19	18	18	18	18	18	18	18	
198	21	21	20	20	20	20	20	20	20	20	
192	22	20	19	19	19	19	19	19	19	19	
187	26	25	24	24	24	24	24	24	24	24	
201	29	22	22	22	22	22	22	22	22	22	
205	25	23	22	22	21	21	21	21	21	21	
184	30	25	23	22	20	20	20	20	20	20	
181	30	26	23	23	23	23	23	23	23	23	
195	26	24	23	23	23	23	23	23	23	23	
180	23	20	20	20	20	20	20	20	20	20	
188	24	22	22	22	22	22	22	22	22	22	
183	24	24	22	21	21	21	21	21	21	21	
198	30	26	23	22	22	22	22	22	22	22	
184	27	25	23	23	23	23	23	23	23	23	
193	23	21	20	19	19	19	19	19	19	19	
196	25	23	20	20	20	20	20	20	20	20	
199	23	23	22	21	21	21	21	21	21	21	
190	24	23	22	22	22	22	22	22	22	22	
182	20	19	19	19	19	19	19	19	19	19	
179	22	21	20	20	20	20	20	20	20	20	
175	25	23	23	23	23	23	23	23	23	23	
182	20	20	20	19	19	19	19	19	19	19	
197	24	23	22	20	20	20	20	20	20	20	
187	22	20	20	20	20	20	20	20	20	20	
197	25	24	23	23	23	23	23	23	23	23	
173	22	20	20	20	20	20	20	20	20	20	
189	21	20	19	19	19	19	19	19	19	19	
196	23	21	21	21	21	21	21	21	21	21	
185	24	21	21	20	19	19	19	19	19	19	
192	30	25	23	23	23	23	23	23	23	23	
204	23	21	21	21	21	21	21	21	21	21	
198	28	25	24	24	24	24	24	24	24	24	
182	23	22	21	21	21	21	21	21	21	21	
178	25	24	22	22	22	22	22	22	22	22	
197	21	21	21	20	20	20	20	20	20	20	
205	25	24	21	21	21	21	21	21	21	21	
200	25	22	21	21	21	21	21	21	21	21	
181	27	24	24	23	23	23	23	23	23	23	
181	23	22	18	18	18	18	18	18	18	18	
175	26	23	20	20	20	20	20	20	20	20	
185	27	23	20	20	20	20	20	20	20	20	
191	21	19	18	18	18	18	18	18	18	18	
189	22	20	19	18	18	18	18	18	18	18	
178	25	22	21	21	21	21	21	21	21	21	
194	30	26	24	23	23	23	23	23	23	23	
188	23	23	21	21	21	21	21	21	21	21	
179	34	24	22	22	22	22	22	22	22	22	
176	24	22	21	20	20	20	20	20	20	20	
184	24	21	19	19	19	19	19	19	19	19	
176	28	22	21	21	21	21	21	21	21	21	
194	23	21	21	21	21	21	21	21	21	21	
196	22	22	20	20	20	20	20	20	20	20	
190	26	24	24	24	23	23	23	23	23	23	
188	28	25	24	23	23	23	23	23	23	23	
193	28	25	23	23	23	23	23	23	23	23	
193	23	22	22	22	22	22	22	22	22	22	
197	25	23	21	21	21	21	21	21	21	21	
188	26	22	22	22	22	22	22	22	22	22	
172	24	23	21	21	21	21	21	21	21	21	
194	25	21	20	19	19	19	19	19	19	19	
195	24	22	21	21	21	21	21	21	21	21	
185	29	24	22	22	22	22	22	22	22	22	
185	21	18	18	18	18	18	18	18	18	18	
191	24	22	21	21	21	21	21	21	21	21	
202	28	23	23	23	23	23	23	23	23	23	
186	25	21	20	19	19	19	19	19	19	19	
186	24	23	22	22	22	22	22	22	22	22	
197	24	21	21	21	21	21	21	21	21	21	
