CDAS size	Percentage of unidirectional links (in Graph induced by CDAS)	Avg. Trans. range of nodes in CDAS	InDegree	OutDegree	Bidirectional links	Node degree	Avg SPL on orig. graph	Avg SPL via CDAS	
22	0	50	30	30	30	30	4	2	
20	0	50	34	34	34	34	3	2	
19	0	50	31	31	31	31	4	2	
19	0	50	32	32	32	32	3	2	
21	0	50	30	30	30	30	4	2	
21	0	50	32	32	32	32	3	2	
20	0	50	32	32	32	32	3	2	
22	0	50	29	29	29	29	3	2	
21	0	50	32	32	32	32	4	2	
21	0	50	32	32	32	32	3	2	
19	0	50	33	33	33	33	3	2	
17	0	50	33	33	33	33	3	2	
18	0	50	33	33	33	33	3	2	
21	0	50	30	30	30	30	4	2	
19	0	50	34	34	34	34	3	2	
20	0	50	29	29	29	29	4	2	
20	0	50	31	31	31	31	4	2	
20	0	50	34	34	34	34	3	2	
22	0	50	29	29	29	29	4	2	
21	0	50	30	30	30	30	3	2	
21	0	50	31	31	31	31	4	2	
22	0	50	30	30	30	30	4	2	
21	0	50	29	29	29	29	3	2	
21	0	50	30	30	30	30	3	2	
21	0	50	31	31	31	31	3	2	
20	0	50	31	31	31	31	4	2	
22	0	50	31	31	31	31	3	2	
19	0	50	30	30	30	30	4	2	
21	0	50	31	31	31	31	3	2	
22	0	50	31	31	31	31	4	2	
22	0	50	32	32	32	32	3	2	
20	0	50	32	32	32	32	3	2	
18	0	50	32	32	32	32	3	2	
20	0	50	32	32	32	32	3	2	
19	0	50	30	30	30	30	3	2	
22	0	50	30	30	30	30	4	2	
20	0	50	30	30	30	30	4	2	
21	0	50	29	29	29	29	3	2	
20	0	50	31	31	31	31	3	2	
20	0	50	31	31	31	31	3	2	
18	0	50	34	34	34	34	3	2	
23	0	50	29	29	29	29	3	2	
20	0	50	32	32	32	32	3	2	
21	0	50	30	30	30	30	4	2	
18	0	50	33	33	33	33	3	2	
24	0	50	28	28	28	28	4	2	
23	0	50	28	28	28	28	4	2	
17	0	50	31	31	31	31	3	2	
21	0	50	29	29	29	29	3	2	
20	0	50	32	32	32	32	3	2	
25	0	50	29	29	29	29	3	2	
20	0	50	31	31	31	31	3	2	
22	0	50	31	31	31	31	3	2	
20	0	50	34	34	34	34	3	2	
20	0	50	31	31	31	31	3	2	
22	0	50	31	31	31	31	3	2	
22	0	50	32	32	32	32	3	2	
19	0	50	33	33	33	33	3	2	
22	0	50	31	31	31	31	3	2	
20	0	50	30	30	30	30	3	2	
19	0	50	33	33	33	33	3	2	
18	0	50	31	31	31	31	3	2	
21	0	50	29	29	29	29	4	2	
17	0	50	32	32	32	32	3	2	
22	0	50	30	30	30	30	3	2	
20	0	50	31	31	31	31	3	2	
22	0	50	31	31	31	31	3	2	
22	0	50	31	31	31	31	3	2	
22	0	50	31	31	31	31	3	2	
20	0	50	33	33	33	33	3	2	
17	0	50	32	32	32	32	4	2	
21	0	50	31	31	31	31	3	2	
18	0	50	31	31	31	31	4	2	
18	0	50	32	32	32	32	3	2	
22	0	50	29	29	29	29	4	2	
24	0	50	29	29	29	29	4	2	
21	0	50	30	30	30	30	3	2	
22	0	50	30	30	30	30	3	2	
21	0	50	30	30	30	30	4	2	
21	0	50	31	31	31	31	3	2	
21	0	50	31	31	31	31	3	2	
19	0	50	32	32	32	32	3	2	
24	0	50	33	33	33	33	3	2	
21	0	50	31	31	31	31	3	2	
22	0	50	31	31	31	31	3	2	
18	0	50	32	32	32	32	3	2	
21	0	50	30	30	30	30	3	2	
20	0	50	30	30	30	30	3	2	
20	0	50	30	30	30	30	3	2	
21	0	50	32	32	32	32	3	2	
23	0	50	30	30	30	30	3	2	
22	0	50	30	30	30	30	4	2	
20	0	50	31	31	31	31	3	2	
20	0	50	35	35	35	35	3	2	
22	0	50	30	30	30	30	3	2	
20	0	50	30	30	30	30	3	2	
22	0	50	31	31	31	31	3	2	
25	0	50	29	29	29	29	4	2	
18	0	50	32	32	32	32	4	2	
18	0	50	32	32	32	32	3	2	
