DAS size with prunung locality 10
93	14	14	12	12	12	12	12	12	12	12	
86	13	12	12	12	12	12	12	12	12	12	
89	11	11	11	11	11	11	11	11	11	11	
95	13	13	13	13	13	13	13	13	13	13	
80	15	13	13	13	13	13	13	13	13	13	
91	13	12	12	12	12	12	12	12	12	12	
90	13	13	13	13	13	13	13	13	13	13	
97	15	14	14	14	14	14	14	14	14	14	
94	14	13	13	13	13	13	13	13	13	13	
96	14	13	13	13	13	13	13	13	13	13	
89	12	11	11	11	11	11	11	11	11	11	
89	15	13	13	13	13	13	13	13	13	13	
92	15	14	14	14	14	14	14	14	14	14	
97	15	15	14	14	14	14	14	14	14	14	
88	11	11	11	11	11	11	11	11	11	11	
98	14	14	14	14	14	14	14	14	14	14	
86	12	12	12	12	12	12	12	12	12	12	
87	15	14	14	14	14	14	14	14	14	14	
90	12	11	11	11	11	11	11	11	11	11	
79	15	14	14	14	14	14	14	14	14	14	
93	13	13	13	13	13	13	13	13	13	13	
88	15	14	13	13	13	13	13	13	13	13	
87	13	12	12	12	12	12	12	12	12	12	
82	16	14	13	13	13	13	13	13	13	13	
82	15	13	13	13	13	13	13	13	13	13	
86	14	13	13	13	13	13	13	13	13	13	
103	13	12	12	12	12	12	12	12	12	12	
92	13	12	12	12	12	12	12	12	12	12	
87	12	12	12	12	12	12	12	12	12	12	
89	13	13	13	13	13	13	13	13	13	13	
94	15	14	14	14	14	14	14	14	14	14	
91	13	13	13	13	13	13	13	13	13	13	
95	12	12	12	12	12	12	12	12	12	12	
83	15	14	14	14	14	14	14	14	14	14	
95	17	13	13	13	13	13	13	13	13	13	
84	14	14	13	13	13	13	13	13	13	13	
85	14	14	14	14	14	14	14	14	14	14	
91	13	13	13	13	13	13	13	13	13	13	
94	15	13	13	13	13	13	13	13	13	13	
91	12	12	12	12	12	12	12	12	12	12	
79	13	12	12	12	12	12	12	12	12	12	
80	14	12	12	12	12	12	12	12	12	12	
95	14	13	13	13	13	13	13	13	13	13	
87	14	13	13	13	13	13	13	13	13	13	
87	12	11	11	11	11	11	11	11	11	11	
93	13	13	12	12	12	12	12	12	12	12	
86	12	12	11	11	11	11	11	11	11	11	
86	11	11	11	11	11	11	11	11	11	11	
97	12	12	12	12	12	12	12	12	12	12	
99	11	11	11	11	11	11	11	11	11	11	
86	13	12	12	12	12	12	12	12	12	12	
93	15	13	13	13	13	13	13	13	13	13	
93	16	15	14	14	14	14	14	14	14	14	
92	15	14	14	14	14	14	14	14	14	14	
89	12	11	11	11	11	11	11	11	11	11	
83	15	13	13	13	13	13	13	13	13	13	
90	13	12	12	12	12	12	12	12	12	12	
80	14	14	13	13	13	13	13	13	13	13	
85	14	13	13	13	13	13	13	13	13	13	
80	13	13	13	13	13	13	13	13	13	13	
91	16	14	14	14	14	14	14	14	14	14	
90	12	11	11	11	11	11	11	11	11	11	
93	15	13	13	13	13	13	13	13	13	13	
95	12	12	12	12	12	12	12	12	12	12	
96	13	13	13	13	13	13	13	13	13	13	
107	14	13	13	13	13	13	13	13	13	13	
89	13	13	13	13	13	13	13	13	13	13	
92	13	12	12	12	12	12	12	12	12	12	
94	13	12	12	12	12	12	12	12	12	12	
84	13	13	13	13	13	13	13	13	13	13	
83	11	11	11	11	11	11	11	11	11	11	
94	13	12	12	12	12	12	12	12	12	12	
91	13	13	13	13	13	13	13	13	13	13	
93	15	13	12	12	12	12	12	12	12	12	
81	15	13	12	12	12	12	12	12	12	12	
89	13	12	12	12	12	12	12	12	12	12	
86	11	11	11	11	11	11	11	11	11	11	
79	14	13	12	12	12	12	12	12	12	12	
104	13	12	12	12	12	12	12	12	12	12	
95	13	13	13	13	13	13	13	13	13	13	
86	12	12	12	12	12	12	12	12	12	12	
85	14	14	14	14	14	14	14	14	14	14	
100	14	13	13	13	13	13	13	13	13	13	
92	13	12	12	12	12	12	12	12	12	12	
90	14	13	12	12	12	12	12	12	12	12	
94	14	12	12	12	12	12	12	12	12	12	
86	15	14	13	13	13	13	13	13	13	13	
82	13	13	13	13	13	13	13	13	13	13	
93	11	11	11	11	11	11	11	11	11	11	
88	14	13	13	13	13	13	13	13	13	13	
92	16	14	14	14	14	14	14	14	14	14	
89	11	11	11	11	11	11	11	11	11	11	
91	15	13	13	13	13	13	13	13	13	13	
85	13	13	13	13	13	13	13	13	13	13	
92	11	11	11	11	11	11	11	11	11	11	
92	14	12	12	12	12	12	12	12	12	12	
88	16	13	12	12	12	12	12	12	12	12	
86	15	14	14	14	14	14	14	14	14	14	
92	13	12	12	12	12	12	12	12	12	12	
85	13	13	13	13	13	13	13	13	13	13	
