CDAS size	Percentage of unidirectional links (in Graph induced by CDAS)	Avg. Trans. range of nodes in CDAS	InDegree	OutDegree	Bidirectional links	Node degree	Avg SPL on orig. graph	Avg SPL via CDAS	
52	54	36	23	25	17	31	4	3	
48	50	35	25	27	18	33	4	3	
52	60	35	23	24	16	31	5	3	
48	53	36	22	24	16	30	5	3	
43	50	37	25	29	20	34	5	3	
51	60	36	27	27	19	35	4	3	
50	55	36	24	27	18	33	4	3	
46	51	36	24	25	18	31	5	3	
51	58	35	23	25	18	31	6	3	
48	51	36	26	29	19	36	4	3	
51	46	35	24	26	18	32	5	3	
53	51	36	22	26	17	31	4	3	
50	47	36	25	27	19	33	5	3	
53	54	36	23	27	17	32	4	3	
49	50	36	26	27	19	34	4	3	
53	55	34	24	24	17	31	5	3	
51	52	36	22	26	17	31	6	3	
56	51	36	25	27	19	33	4	3	
49	53	35	24	25	18	32	4	3	
54	50	36	23	26	17	32	4	3	
53	52	36	23	26	17	31	5	3	
47	52	36	24	26	18	32	4	3	
48	53	35	24	26	18	32	4	3	
46	52	36	25	27	19	33	4	3	
52	52	35	24	26	18	32	5	3	
53	54	35	24	26	18	32	5	3	
48	53	35	24	26	17	33	4	3	
50	48	35	22	25	17	30	5	3	
54	54	34	24	23	17	30	5	3	
50	50	35	24	26	18	32	4	3	
56	50	37	23	27	18	32	6	3	
56	52	35	25	26	18	33	4	3	
57	50	34	23	22	16	29	5	3	
48	51	36	25	26	19	33	4	3	
50	52	36	24	27	18	33	5	3	
52	54	36	23	25	17	31	5	3	
50	51	36	23	26	18	31	5	3	
50	51	35	23	25	18	31	4	3	
46	51	36	26	27	19	34	5	3	
53	53	35	23	24	17	31	4	3	
46	41	37	25	28	20	32	4	3	
54	49	36	23	24	17	30	5	3	
54	50	36	23	24	17	30	6	3	
49	50	36	25	26	19	32	4	3	
48	49	36	26	26	19	33	4	3	
47	58	35	23	26	17	32	6	3	
46	56	37	24	29	19	34	4	3	
49	50	35	22	24	17	29	5	3	
48	50	37	25	28	19	34	4	3	
53	51	35	23	25	17	31	4	3	
44	50	37	23	25	18	31	5	3	
48	45	36	23	26	18	31	5	3	
47	52	36	26	27	20	33	4	3	
55	53	35	24	23	17	30	5	3	
51	48	36	25	27	19	33	4	3	
53	53	35	23	24	17	30	5	3	
49	52	35	24	25	18	31	5	3	
54	51	37	23	27	18	32	4	3	
58	53	34	23	23	17	30	5	3	
48	47	36	24	28	19	33	4	3	
44	45	35	23	26	18	31	5	3	
49	45	36	24	26	18	32	5	3	
48	53	36	24	26	18	32	5	3	
52	53	35	24	26	18	32	5	3	
45	43	36	27	28	20	34	5	3	
48	52	35	24	24	17	31	6	3	
50	54	36	25	26	18	33	4	3	
49	54	36	26	27	19	34	4	3	
46	57	34	24	23	17	31	5	3	
50	54	36	25	27	18	33	4	3	
50	51	36	23	24	17	30	4	3	
50	57	38	23	27	18	33	4	3	
48	53	37	23	26	18	32	4	3	
52	53	36	23	25	17	31	4	3	
50	52	35	23	26	18	31	5	3	
53	53	36	24	25	18	31	4	3	
55	55	35	22	23	16	29	5	3	
51	49	36	23	26	18	31	5	3	
57	52	35	24	25	17	31	5	3	
48	50	35	24	25	18	32	4	3	
50	51	35	23	25	17	31	5	3	
55	52	35	23	25	17	30	4	3	
48	56	35	25	25	18	32	5	3	
45	52	37	25	28	19	34	4	3	
51	54	36	23	26	18	32	4	3	
51	56	36	25	27	19	33	5	3	
48	58	36	23	26	18	31	5	3	
50	56	37	24	26	18	32	5	3	
52	54	35	24	25	18	32	4	3	
43	49	37	27	30	21	35	4	3	
50	51	36	24	26	18	32	5	3	
49	55	34	24	25	18	31	4	3	
54	51	34	23	24	17	30	5	3	
47	60	35	25	26	18	33	5	3	
47	48	37	25	29	19	35	4	3	
54	55	34	23	24	17	29	5	3	
52	47	35	24	25	18	31	6	3	
50	51	36	25	27	19	33	4	3	
49	58	34	24	24	16	31	5	3	
49	51	35	24	26	18	32	4	3	
