CDAS size	Percentage of unidirectional links (in Graph induced by CDAS)	Avg. Trans. range of nodes in CDAS	InDegree	OutDegree	Bidirectional links	Node degree	Avg SPL on orig. graph	Avg SPL via CDAS	
44	47	37	17	18	13	22	4	3	
47	47	35	16	17	12	21	5	3	
43	52	36	15	17	12	20	5	3	
50	48	35	16	17	12	21	5	3	
46	55	34	16	16	12	21	6	3	
51	53	35	15	16	11	20	5	3	
42	47	35	16	16	12	20	5	3	
40	48	37	16	18	13	22	5	3	
56	55	34	14	14	10	19	4	3	
47	55	36	16	17	12	21	5	3	
50	48	35	15	15	11	19	5	3	
54	55	35	16	17	11	22	4	3	
43	48	37	14	17	11	20	5	3	
43	48	37	16	17	12	20	6	3	
44	52	37	15	17	11	21	5	3	
46	46	35	16	17	12	20	5	3	
47	50	35	17	17	12	22	4	3	
45	42	38	15	19	12	22	5	3	
53	50	34	15	15	11	19	5	3	
44	50	36	15	17	12	21	5	3	
45	51	36	15	17	12	21	5	3	
44	47	37	14	17	11	20	5	3	
41	43	38	17	20	14	23	5	3	
47	45	36	14	16	11	19	6	3	
46	52	35	15	16	11	21	5	3	
48	49	35	16	17	12	21	5	3	
55	47	35	14	15	10	19	4	3	
46	47	36	16	16	12	20	5	3	
43	43	36	15	17	12	20	6	3	
47	49	35	16	17	12	21	5	3	
47	56	35	16	17	12	21	5	3	
44	45	37	16	17	12	21	5	3	
44	45	36	15	17	12	21	6	3	
48	50	35	16	17	12	20	5	3	
46	52	36	16	17	12	21	4	3	
44	39	36	14	16	11	19	6	3	
49	54	34	15	16	11	19	5	3	
50	51	36	14	16	11	19	5	3	
48	51	36	16	17	12	22	4	3	
51	39	36	15	16	12	19	5	3	
44	46	36	16	18	12	21	4	3	
40	51	37	18	20	14	24	5	3	
46	53	36	15	17	11	20	6	3	
50	53	33	15	14	10	19	4	3	
56	54	35	15	16	11	20	5	3	
51	50	35	15	15	11	19	5	3	
43	47	36	17	17	12	22	5	3	
46	53	35	15	17	11	21	4	3	
52	50	37	16	18	12	22	5	3	
50	48	37	15	17	11	20	4	3	
45	57	35	17	17	12	22	5	3	
49	50	35	15	17	11	21	4	3	
52	45	34	15	16	11	20	5	3	
45	48	36	17	17	13	21	4	3	
50	48	36	15	18	11	21	5	3	
48	51	34	14	15	10	19	5	3	
48	47	35	16	17	12	21	5	3	
44	46	36	16	17	12	21	5	3	
43	50	37	16	19	13	22	5	3	
52	52	35	14	16	11	19	5	3	
43	50	37	14	18	11	21	5	3	
45	49	36	15	17	11	21	5	3	
47	54	34	16	16	11	21	5	3	
48	47	35	16	18	12	22	4	3	
50	49	35	14	15	11	18	5	3	
40	52	35	15	16	11	20	5	3	
48	45	35	16	17	12	21	5	3	
45	53	36	16	17	12	21	5	3	
47	45	37	15	18	12	21	4	3	
41	50	37	17	18	13	22	5	3	
44	48	36	15	17	12	21	5	3	
40	44	37	15	17	12	20	6	3	
50	55	35	16	17	11	21	4	3	
42	46	37	16	17	12	21	4	3	
52	53	36	15	16	11	20	6	3	
42	46	37	16	18	12	21	5	3	
46	51	35	16	16	11	21	5	3	
40	38	37	16	18	12	21	5	3	
48	55	36	15	17	11	21	4	3	
50	49	36	16	17	12	21	5	3	
52	48	35	16	15	12	19	6	3	
46	52	35	17	17	12	22	4	3	
44	47	35	15	16	11	20	5	3	
43	51	34	16	17	12	21	6	3	
49	49	36	15	17	11	21	5	3	
42	50	35	17	17	12	22	5	3	
42	44	37	15	18	12	21	4	3	
44	51	35	16	17	12	21	5	3	
47	47	35	15	17	12	20	5	3	
49	49	34	15	15	10	19	5	3	
48	50	37	16	18	12	22	5	3	
45	47	35	17	18	13	22	5	3	
46	46	38	16	18	13	21	4	3	
50	51	35	16	15	11	20	5	3	
43	44	37	15	17	12	21	5	3	
47	45	36	15	16	11	20	5	3	
48	43	37	17	20	13	24	4	3	
46	49	37	15	17	12	21	5	3	
50	50	35	15	15	11	19	5	3	
45	43	36	16	17	12	21	5	3	
