DAS size with prunung locality 10
87	27	25	22	21	21	21	21	21	21	21	
86	32	30	30	28	26	26	26	26	26	26	
83	32	32	31	31	31	27	27	27	27	27	
84	27	24	23	23	22	22	22	22	22	22	
84	35	33	32	32	32	30	27	27	27	27	
85	29	28	27	24	22	22	22	22	22	22	
79	27	20	19	19	19	19	19	19	19	19	
86	27	24	24	24	24	22	22	22	22	22	
85	29	21	20	19	18	18	18	18	18	18	
89	25	23	22	22	22	22	22	22	22	22	
85	29	27	25	23	23	23	23	23	23	23	
84	29	29	29	27	23	23	23	23	23	23	
85	29	25	25	25	25	25	25	25	25	25	
85	33	26	23	23	23	23	23	23	23	23	
85	26	23	23	23	23	23	23	23	23	23	
82	39	37	35	32	31	28	28	28	28	28	
90	28	25	25	25	25	25	25	25	25	25	
91	31	29	28	27	25	25	25	25	25	25	
80	34	31	28	27	26	26	26	26	26	26	
82	28	25	25	25	23	23	23	23	23	23	
83	26	20	19	19	19	19	19	19	19	19	
83	25	23	23	23	22	21	21	21	21	21	
87	28	26	25	23	23	23	23	23	23	23	
88	33	30	27	25	24	24	24	24	24	24	
79	30	29	28	28	28	28	28	28	28	28	
86	32	32	32	31	30	29	29	29	29	29	
89	34	29	28	26	25	25	25	25	25	25	
88	26	25	24	24	24	24	24	24	24	24	
77	33	33	33	32	31	30	27	27	27	27	
90	26	26	26	26	25	25	25	25	25	25	
82	27	27	27	27	27	24	23	23	23	23	
83	37	34	31	29	28	28	28	28	28	28	
87	32	32	31	30	28	28	27	27	27	27	
87	35	34	34	32	29	26	26	26	26	26	
80	28	25	25	25	25	25	25	25	25	25	
79	20	19	19	19	19	19	19	19	19	19	
82	24	24	23	22	21	21	21	21	21	21	
88	22	20	20	20	20	20	20	20	20	20	
86	32	29	28	28	27	25	25	25	25	25	
81	31	28	26	24	23	23	23	23	23	23	
86	25	24	23	23	23	23	23	23	23	23	
90	22	18	18	18	18	18	18	18	18	18	
85	28	28	25	24	24	24	24	24	24	24	
84	31	27	26	25	23	22	22	22	22	22	
86	29	27	24	24	23	22	22	22	22	22	
86	23	21	20	19	19	19	19	19	19	19	
86	20	19	17	17	17	17	17	17	17	17	
85	31	26	23	22	22	22	22	22	22	22	
86	28	25	25	24	23	23	23	23	23	23	
85	28	25	25	23	23	23	23	23	23	23	
82	28	27	26	23	23	23	23	23	23	23	
83	28	27	24	23	21	21	21	21	21	21	
88	27	25	25	25	25	25	25	25	25	25	
86	29	21	21	21	21	21	21	21	21	21	
86	38	35	34	34	34	34	30	28	28	28	
89	31	28	27	25	23	23	23	23	23	23	
84	30	28	27	21	20	20	20	20	20	20	
90	27	25	23	23	22	21	21	21	21	21	
86	33	30	30	30	29	23	23	23	23	23	
80	30	30	27	27	27	27	27	27	27	27	
78	32	30	30	30	28	28	28	28	28	28	
87	30	29	27	27	27	27	27	27	27	27	
81	27	26	25	25	25	25	25	25	25	25	
86	29	27	25	24	23	23	23	23	23	23	
85	30	26	26	24	24	24	24	24	24	24	
84	34	31	29	25	24	24	24	24	24	24	
88	29	26	23	23	23	23	21	21	21	21	
87	27	25	24	23	23	23	23	23	23	23	
85	31	29	29	29	29	29	29	29	29	29	
86	29	26	24	24	23	22	22	22	22	22	
84	31	29	29	29	26	25	23	23	23	23	
90	32	27	24	23	23	23	23	23	23	23	
84	29	27	27	27	24	24	24	24	24	24	
90	30	28	27	24	24	24	24	24	24	24	
87	27	24	23	22	22	22	22	22	22	22	
87	32	29	29	24	22	22	22	22	22	22	
83	34	34	32	32	26	25	25	25	25	25	
83	28	26	25	25	22	22	22	22	22	22	
86	27	25	25	24	23	22	22	22	22	22	
87	24	19	18	18	18	18	18	18	18	18	
82	25	22	22	22	21	21	21	21	21	21	
82	35	32	29	28	28	28	28	28	28	28	
84	30	27	25	24	24	23	23	22	22	22	
84	30	26	26	26	26	25	24	24	24	24	
86	26	21	20	20	20	20	20	20	20	20	
78	26	22	21	21	21	21	21	21	21	21	
82	24	23	21	21	21	21	21	21	21	21	
79	36	30	30	30	26	26	26	26	26	26	
80	28	27	27	25	23	23	23	23	23	23	
86	32	32	32	32	28	27	27	27	27	27	
87	30	28	28	26	24	24	24	24	24	24	
85	28	27	27	25	23	22	22	22	22	22	
90	34	29	27	27	27	27	27	27	27	27	
91	31	27	24	23	23	23	23	23	23	23	
85	30	29	28	28	28	23	22	22	22	22	
86	26	22	20	19	18	18	18	18	18	18	
87	35	27	23	22	21	21	21	21	21	21	
85	28	28	27	27	27	23	22	22	22	22	
81	28	26	23	22	22	22	22	22	22	22	
84	27	25	22	21	21	21	21	21	21	21	
