DAS size with prunung locality 10
354	43	38	38	37	37	37	37	37	37	37	
351	51	44	42	41	40	40	40	40	40	40	
366	56	41	40	40	40	40	40	40	40	40	
349	47	41	40	39	39	39	39	39	39	39	
348	66	53	50	45	45	45	45	45	45	45	
365	51	46	45	45	45	45	45	45	45	45	
349	67	58	55	53	52	52	52	52	52	52	
362	68	60	53	52	45	45	43	43	43	43	
354	46	42	41	40	38	38	38	38	38	38	
350	54	45	44	43	42	42	42	42	42	42	
360	63	53	50	49	48	48	48	48	48	48	
349	55	46	45	45	44	44	44	44	44	44	
360	60	50	46	43	42	42	42	42	42	42	
352	54	46	44	43	42	41	41	41	41	41	
350	49	40	40	40	40	40	40	40	40	40	
356	57	51	49	46	45	45	45	45	45	45	
341	55	46	42	39	39	39	39	39	39	39	
353	55	49	47	42	42	42	42	42	42	42	
362	63	49	48	46	46	46	46	46	46	46	
355	46	41	39	39	39	39	39	39	39	39	
353	59	50	46	44	44	44	44	44	44	44	
363	49	45	42	39	39	39	39	39	39	39	
367	58	49	47	47	47	46	46	46	46	46	
350	54	45	40	39	39	39	39	39	39	39	
359	63	53	52	42	42	42	42	42	42	42	
353	63	55	47	46	42	41	41	41	41	41	
352	44	43	40	40	40	40	40	40	40	40	
350	53	45	43	43	42	42	42	42	42	42	
362	56	51	48	45	43	43	43	43	43	43	
361	49	41	40	39	39	39	39	39	39	39	
356	67	53	49	46	44	44	44	44	44	44	
361	49	45	43	43	43	43	43	43	43	43	
360	57	47	45	44	44	44	44	44	44	44	
362	46	40	36	36	36	36	36	36	36	36	
341	52	44	39	38	37	37	37	37	37	37	
342	55	47	46	45	45	45	45	45	45	45	
355	57	51	45	42	40	40	40	40	40	40	
352	55	45	40	38	38	38	38	38	38	38	
354	58	50	43	41	41	41	41	41	41	41	
357	50	45	41	39	38	38	38	38	38	38	
347	52	46	44	43	43	43	43	43	43	43	
362	51	44	41	40	40	40	40	40	40	40	
344	46	42	39	39	39	39	39	39	39	39	
357	48	41	39	38	38	38	38	38	38	38	
358	43	37	37	37	37	37	37	37	37	37	
351	51	39	38	36	36	36	36	36	36	36	
352	51	47	45	45	45	45	45	45	45	45	
357	58	48	47	44	44	44	44	44	44	44	
355	45	40	38	38	38	38	38	38	38	38	
355	60	50	47	44	43	43	43	43	43	43	
361	59	44	39	39	38	38	38	38	38	38	
352	60	52	47	45	42	42	42	42	42	42	
345	74	62	51	50	49	49	49	49	49	49	
338	47	42	39	39	39	39	39	39	39	39	
362	58	46	44	43	42	42	42	42	42	42	
341	47	40	40	40	40	40	40	40	40	40	
348	47	40	39	38	38	38	38	38	38	38	
348	61	52	45	41	41	41	41	41	41	41	
362	58	49	44	43	40	40	40	40	40	40	
344	64	50	47	44	44	44	44	44	44	44	
363	47	42	40	40	40	40	40	40	40	40	
359	62	56	54	47	44	43	43	43	43	43	
350	43	39	39	39	38	38	38	38	38	38	
362	57	50	50	49	49	47	47	47	47	47	
344	64	52	50	47	40	40	40	40	40	40	
356	56	50	49	46	45	44	44	44	44	44	
364	50	44	39	37	37	37	37	37	37	37	
345	63	51	49	42	42	42	42	42	42	42	
346	58	49	44	40	40	39	39	39	39	39	
347	61	49	45	44	42	41	41	41	41	41	
362	58	47	45	45	44	44	44	44	44	44	
359	62	45	43	42	41	40	40	40	40	40	
367	48	42	40	40	39	39	39	39	39	39	
359	60	48	46	45	45	45	45	45	45	45	
349	44	39	37	37	37	37	37	37	37	37	
342	66	54	50	47	45	45	45	45	45	45	
347	46	38	38	38	38	38	38	38	38	38	
360	48	42	39	38	37	37	37	37	37	37	
351	48	43	42	41	39	39	39	39	39	39	
352	52	44	43	42	42	42	42	42	42	42	
348	77	63	58	53	49	47	47	47	47	47	
354	50	42	42	42	42	42	42	42	42	42	
356	54	50	48	45	45	45	45	45	45	45	
356	60	54	48	47	47	47	47	47	47	47	
351	51	45	44	44	43	43	43	43	43	43	
356	55	49	48	46	44	44	44	44	44	44	
356	51	44	43	39	39	39	39	39	39	39	
353	60	49	45	41	41	41	41	41	41	41	
360	50	46	44	41	41	41	41	41	41	41	
347	53	45	43	42	42	42	42	42	42	42	
354	47	44	42	41	41	41	41	41	41	41	
346	56	48	47	45	45	45	45	45	45	45	
363	55	48	45	43	43	43	43	43	43	43	
359	62	51	46	43	43	43	43	43	43	43	
345	55	48	41	41	41	41	41	41	41	41	
364	62	51	48	47	47	47	47	47	47	47	
357	51	46	41	40	40	40	40	40	40	40	
351	53	42	40	40	40	40	40	40	40	40	
361	59	48	46	42	42	41	41	41	41	41	
358	49	47	44	43	43	42	42	42	42	42	
